"tick","Task"
1.0,0
2.0,0
3.0,0
4.0,10
5.0,10
6.0,10
7.0,10
8.0,10
9.0,10
10.0,19
11.0,19
12.0,18
13.0,28
14.0,27
15.0,26
16.0,24
17.0,23
18.0,33
19.0,33
20.0,42
21.0,41
22.0,50
23.0,49
24.0,48
25.0,48
26.0,47
27.0,47
28.0,44
29.0,44
30.0,43
31.0,43
32.0,43
33.0,42
34.0,42
35.0,40
36.0,39
37.0,39
38.0,39
39.0,39
40.0,39
41.0,49
42.0,49
43.0,58
44.0,58
45.0,58
46.0,58
47.0,57
48.0,56
49.0,56
50.0,56
51.0,66
52.0,66
53.0,66
54.0,65
55.0,65
56.0,65
57.0,65
58.0,65
59.0,65
60.0,65
61.0,65
62.0,65
63.0,65
64.0,65
65.0,64
66.0,74
67.0,74
68.0,74
69.0,74
70.0,74
71.0,74
72.0,74
73.0,74
74.0,74
75.0,73
76.0,73
77.0,73
78.0,73
79.0,73
80.0,72
81.0,72
82.0,71
83.0,71
84.0,70
85.0,80
86.0,80
87.0,79
88.0,79
89.0,89
90.0,99
91.0,97
92.0,95
93.0,95
94.0,95
95.0,95
96.0,94
97.0,93
98.0,91
99.0,91
100.0,90
101.0,90
102.0,90
103.0,90
104.0,89
105.0,89
106.0,89
107.0,88
108.0,88
109.0,87
110.0,87
111.0,85
112.0,84
113.0,84
114.0,83
115.0,83
116.0,83
117.0,82
118.0,82
119.0,81
120.0,80
121.0,78
122.0,78
123.0,77
124.0,76
125.0,76
126.0,76
127.0,76
128.0,85
129.0,84
130.0,84
131.0,84
132.0,84
133.0,83
134.0,82
135.0,82
136.0,82
137.0,82
138.0,82
139.0,81
140.0,81
141.0,80
142.0,79
143.0,79
144.0,78
145.0,78
146.0,87
147.0,86
148.0,86
149.0,86
150.0,86
151.0,86
152.0,86
153.0,85
154.0,85
155.0,84
156.0,84
157.0,84
158.0,84
159.0,94
160.0,94
161.0,94
162.0,93
163.0,93
164.0,92
165.0,92
166.0,91
167.0,91
168.0,91
169.0,91
170.0,91
171.0,91
172.0,91
173.0,91
174.0,90
175.0,99
176.0,99
177.0,99
178.0,99
179.0,107
180.0,106
181.0,105
182.0,102
183.0,121
184.0,121
185.0,119
186.0,119
187.0,119
188.0,118
189.0,127
190.0,127
191.0,136
192.0,135
193.0,135
194.0,133
195.0,141
196.0,141
197.0,141
198.0,140
199.0,139
200.0,139
201.0,138
202.0,138
203.0,138
204.0,137
205.0,137
206.0,137
207.0,137
208.0,137
209.0,137
210.0,137
211.0,137
212.0,136
213.0,136
214.0,146
215.0,145
216.0,144
217.0,144
218.0,144
219.0,144
220.0,144
221.0,143
222.0,153
223.0,153
224.0,151
225.0,150
226.0,150
227.0,148
228.0,148
229.0,156
230.0,156
231.0,156
232.0,154
233.0,154
234.0,154
235.0,153
236.0,162
237.0,161
238.0,161
239.0,160
240.0,160
241.0,160
242.0,160
243.0,159
244.0,159
245.0,159
246.0,159
247.0,159
248.0,158
249.0,158
250.0,157
251.0,157
252.0,156
253.0,155
254.0,155
255.0,155
256.0,155
257.0,155
258.0,155
259.0,154
260.0,154
261.0,154
262.0,152
263.0,152
264.0,151
265.0,151
266.0,151
267.0,151
268.0,151
269.0,150
270.0,150
271.0,150
272.0,150
273.0,159
274.0,159
275.0,159
276.0,159
277.0,159
278.0,158
279.0,157
280.0,157
281.0,157
282.0,157
283.0,156
284.0,156
285.0,166
286.0,166
287.0,166
288.0,166
289.0,165
290.0,163
291.0,163
292.0,162
293.0,162
294.0,162
295.0,162
296.0,162
297.0,162
298.0,161
299.0,160
300.0,160
301.0,160
302.0,160
303.0,159
304.0,158
305.0,158
306.0,168
307.0,166
308.0,176
309.0,175
310.0,175
311.0,173
312.0,173
313.0,173
314.0,172
315.0,171
316.0,170
317.0,169
318.0,168
319.0,166
320.0,166
321.0,166
322.0,166
323.0,166
324.0,176
325.0,176
326.0,176
327.0,175
328.0,174
329.0,174
330.0,173
331.0,173
332.0,172
333.0,171
334.0,171
335.0,171
336.0,171
337.0,169
338.0,169
339.0,178
340.0,178
341.0,178
342.0,187
343.0,187
344.0,185
345.0,185
346.0,184
347.0,184
348.0,183
349.0,183
350.0,192
351.0,191
352.0,191
353.0,189
354.0,199
355.0,199
356.0,207
357.0,217
358.0,217
359.0,226
360.0,226
361.0,225
362.0,224
363.0,224
364.0,223
365.0,223
366.0,223
367.0,233
368.0,232
369.0,232
370.0,231
371.0,230
372.0,228
373.0,228
374.0,228
375.0,227
376.0,227
377.0,227
378.0,227
379.0,227
380.0,227
381.0,227
382.0,227
383.0,225
384.0,225
385.0,225
386.0,225
387.0,225
388.0,225
389.0,224
390.0,234
391.0,234
392.0,234
393.0,234
394.0,233
395.0,242
396.0,242
397.0,241
398.0,240
399.0,239
400.0,239
401.0,239
402.0,248
403.0,248
404.0,248
405.0,246
406.0,245
407.0,245
408.0,244
409.0,243
410.0,243
411.0,243
412.0,243
413.0,243
414.0,242
415.0,241
416.0,240
417.0,239
418.0,238
419.0,237
420.0,247
421.0,247
422.0,246
423.0,245
424.0,245
425.0,245
426.0,243
427.0,243
428.0,243
429.0,242
430.0,242
431.0,242
432.0,241
433.0,240
434.0,240
435.0,240
436.0,248
437.0,248
438.0,248
439.0,248
440.0,247
441.0,247
442.0,247
443.0,247
444.0,245
445.0,245
446.0,245
447.0,245
448.0,245
449.0,245
450.0,245
451.0,243
452.0,243
453.0,243
454.0,252
455.0,251
456.0,251
457.0,251
458.0,250
459.0,250
460.0,250
461.0,249
462.0,249
463.0,249
464.0,249
465.0,248
466.0,248
467.0,248
468.0,247
469.0,247
470.0,246
471.0,244
472.0,243
473.0,243
474.0,241
475.0,240
476.0,249
477.0,259
478.0,268
479.0,265
480.0,264
481.0,264
482.0,264
483.0,263
484.0,262
485.0,260
486.0,260
487.0,270
488.0,270
489.0,270
490.0,270
491.0,270
492.0,269
493.0,269
494.0,269
495.0,269
496.0,269
497.0,269
498.0,268
499.0,268
500.0,268
501.0,268
502.0,268
503.0,268
504.0,267
505.0,267
506.0,265
507.0,264
508.0,263
509.0,262
510.0,261
511.0,259
512.0,259
513.0,257
514.0,255
515.0,255
516.0,253
517.0,261
518.0,261
519.0,261
520.0,260
521.0,259
522.0,258
523.0,257
524.0,257
525.0,267
526.0,266
527.0,266
528.0,266
529.0,266
530.0,266
531.0,266
532.0,266
533.0,266
534.0,265
535.0,265
536.0,265
537.0,265
538.0,272
539.0,272
540.0,271
541.0,271
542.0,271
543.0,271
544.0,270
545.0,270
546.0,270
547.0,270
548.0,270
549.0,269
550.0,279
551.0,279
552.0,279
553.0,279
554.0,279
555.0,278
556.0,277
557.0,277
558.0,277
559.0,276
560.0,276
561.0,276
562.0,284
563.0,284
564.0,284
565.0,283
566.0,282
567.0,281
568.0,280
569.0,278
570.0,278
571.0,278
572.0,278
573.0,277
574.0,275
575.0,275
576.0,274
577.0,274
578.0,272
579.0,270
580.0,270
581.0,270
582.0,278
583.0,276
584.0,284
585.0,284
586.0,283
587.0,282
588.0,281
589.0,281
590.0,281
591.0,280
592.0,280
593.0,279
594.0,276
595.0,275
596.0,274
597.0,274
598.0,274
599.0,271
600.0,271
601.0,270
602.0,270
603.0,270
604.0,270
605.0,270
606.0,270
607.0,278
608.0,276
609.0,276
610.0,276
611.0,286
612.0,286
613.0,286
614.0,286
615.0,286
616.0,286
617.0,285
618.0,285
619.0,285
620.0,285
621.0,285
622.0,285
623.0,283
624.0,283
625.0,282
626.0,291
627.0,290
628.0,288
629.0,287
630.0,287
631.0,287
632.0,287
633.0,287
634.0,287
635.0,286
636.0,284
637.0,293
638.0,293
639.0,292
640.0,292
641.0,292
642.0,292
643.0,291
644.0,290
645.0,290
646.0,289
647.0,289
648.0,288
649.0,287
650.0,287
651.0,287
652.0,285
653.0,295
654.0,314
655.0,313
656.0,313
657.0,313
658.0,321
659.0,321
660.0,320
661.0,330
662.0,328
663.0,326
664.0,325
665.0,323
666.0,323
667.0,323
668.0,322
669.0,322
670.0,322
671.0,320
672.0,320
673.0,318
674.0,316
675.0,316
676.0,316
677.0,315
678.0,313
679.0,313
680.0,313
681.0,313
682.0,312
683.0,312
684.0,311
685.0,311
686.0,310
687.0,309
688.0,309
689.0,308
690.0,307
691.0,306
692.0,305
693.0,303
694.0,303
695.0,303
696.0,303
697.0,303
698.0,303
699.0,302
700.0,301
701.0,301
702.0,300
703.0,300
704.0,300
705.0,299
706.0,299
707.0,298
708.0,308
709.0,307
710.0,307
711.0,306
712.0,306
713.0,306
714.0,306
715.0,306
716.0,306
717.0,304
718.0,304
719.0,303
720.0,302
721.0,301
722.0,300
723.0,299
724.0,299
725.0,309
726.0,318
727.0,316
728.0,324
729.0,323
730.0,323
731.0,320
732.0,320
733.0,320
734.0,320
735.0,320
736.0,320
737.0,320
738.0,319
739.0,319
740.0,326
741.0,325
742.0,324
743.0,323
744.0,323
745.0,323
746.0,323
747.0,323
748.0,323
749.0,332
750.0,331
751.0,329
752.0,329
753.0,329
754.0,329
755.0,327
756.0,327
757.0,346
758.0,344
759.0,344
760.0,342
761.0,341
762.0,341
763.0,340
764.0,339
765.0,338
766.0,336
767.0,336
768.0,336
769.0,335
770.0,334
771.0,334
772.0,333
773.0,332
774.0,330
775.0,330
776.0,329
777.0,328
778.0,326
779.0,336
780.0,336
781.0,336
782.0,336
783.0,335
784.0,335
785.0,334
786.0,333
787.0,342
788.0,341
789.0,341
790.0,341
791.0,341
792.0,340
793.0,340
794.0,340
795.0,339
796.0,339
797.0,339
798.0,337
799.0,337
800.0,335
801.0,333
802.0,332
803.0,331
804.0,340
805.0,350
806.0,350
807.0,360
808.0,359
809.0,359
810.0,369
811.0,369
812.0,367
813.0,365
814.0,363
815.0,363
816.0,363
817.0,363
818.0,362
819.0,360
820.0,359
821.0,358
822.0,358
823.0,358
824.0,368
825.0,367
826.0,366
827.0,365
828.0,365
829.0,365
830.0,363
831.0,362
832.0,362
833.0,360
834.0,358
835.0,357
836.0,357
837.0,357
838.0,357
839.0,357
840.0,367
841.0,366
842.0,366
843.0,364
844.0,363
845.0,363
846.0,373
847.0,372
848.0,371
849.0,370
850.0,370
851.0,370
852.0,370
853.0,369
854.0,368
855.0,368
856.0,367
857.0,376
858.0,376
859.0,374
860.0,374
861.0,373
862.0,371
863.0,380
864.0,380
865.0,380
866.0,380
867.0,380
868.0,380
869.0,389
870.0,389
871.0,389
872.0,388
873.0,388
874.0,387
875.0,387
876.0,387
877.0,387
878.0,387
879.0,387
880.0,387
881.0,386
882.0,385
883.0,385
884.0,385
885.0,385
886.0,384
887.0,384
888.0,383
889.0,382
890.0,382
891.0,381
892.0,380
893.0,380
894.0,379
895.0,379
896.0,377
897.0,377
898.0,376
899.0,376
900.0,375
901.0,375
902.0,372
903.0,372
904.0,371
905.0,370
906.0,370
907.0,379
908.0,379
909.0,379
910.0,378
911.0,376
912.0,376
913.0,375
914.0,373
915.0,372
916.0,372
917.0,372
918.0,372
919.0,382
920.0,381
921.0,390
922.0,390
923.0,400
924.0,399
925.0,399
926.0,398
927.0,397
928.0,396
929.0,395
930.0,393
931.0,393
932.0,392
933.0,392
934.0,392
935.0,391
936.0,391
937.0,391
938.0,391
939.0,391
940.0,389
941.0,389
942.0,387
943.0,396
944.0,395
945.0,394
946.0,394
947.0,393
948.0,392
949.0,391
950.0,390
951.0,390
952.0,390
953.0,389
954.0,389
955.0,399
956.0,399
957.0,399
958.0,398
959.0,397
960.0,396
961.0,395
962.0,395
963.0,394
964.0,394
965.0,394
966.0,394
967.0,393
968.0,392
969.0,391
970.0,390
971.0,390
972.0,390
973.0,390
974.0,390
975.0,389
976.0,388
977.0,387
978.0,387
979.0,387
980.0,387
981.0,387
982.0,387
983.0,386
984.0,385
985.0,384
986.0,382
987.0,380
988.0,380
989.0,380
990.0,380
991.0,379
992.0,378
993.0,377
994.0,376
995.0,374
996.0,374
997.0,373
998.0,373
999.0,373
1000.0,382
1001.0,382
1002.0,382
1003.0,379
1004.0,378
1005.0,378
1006.0,378
1007.0,378
1008.0,376
1009.0,395
1010.0,394
1011.0,390
1012.0,389
1013.0,389
1014.0,385
1015.0,385
1016.0,385
1017.0,384
1018.0,383
1019.0,382
1020.0,382
1021.0,380
1022.0,379
1023.0,378
1024.0,378
1025.0,377
1026.0,377
1027.0,377
1028.0,377
1029.0,376
1030.0,375
1031.0,375
1032.0,375
1033.0,375
1034.0,384
1035.0,384
1036.0,383
1037.0,383
1038.0,383
1039.0,381
1040.0,381
1041.0,381
1042.0,381
1043.0,381
1044.0,379
1045.0,379
1046.0,378
1047.0,378
1048.0,377
1049.0,377
1050.0,377
1051.0,375
1052.0,375
1053.0,375
1054.0,374
1055.0,374
1056.0,374
1057.0,374
1058.0,372
1059.0,371
1060.0,371
1061.0,371
1062.0,370
1063.0,370
1064.0,388
1065.0,387
1066.0,387
1067.0,386
1068.0,386
1069.0,385
1070.0,384
1071.0,402
1072.0,412
1073.0,411
1074.0,420
1075.0,420
1076.0,418
1077.0,418
1078.0,418
1079.0,417
1080.0,417
1081.0,424
1082.0,423
1083.0,421
1084.0,421
1085.0,421
1086.0,421
1087.0,430
1088.0,430
1089.0,430
1090.0,429
1091.0,429
1092.0,429
1093.0,429
1094.0,429
1095.0,428
1096.0,428
1097.0,426
1098.0,425
1099.0,424
1100.0,424
1101.0,423
1102.0,432
1103.0,431
1104.0,431
1105.0,430
1106.0,430
1107.0,430
1108.0,430
1109.0,429
1110.0,429
1111.0,429
1112.0,428
1113.0,428
1114.0,438
1115.0,437
1116.0,437
1117.0,436
1118.0,436
1119.0,435
1120.0,433
1121.0,433
1122.0,433
1123.0,433
1124.0,433
1125.0,432
1126.0,440
1127.0,439
1128.0,438
1129.0,438
1130.0,438
1131.0,437
1132.0,437
1133.0,436
1134.0,435
1135.0,434
1136.0,433
1137.0,432
1138.0,432
1139.0,432
1140.0,432
1141.0,430
1142.0,430
1143.0,430
1144.0,430
1145.0,429
1146.0,428
1147.0,427
1148.0,427
1149.0,427
1150.0,426
1151.0,425
1152.0,425
1153.0,425
1154.0,425
1155.0,435
1156.0,435
1157.0,435
1158.0,435
1159.0,435
1160.0,434
1161.0,434
1162.0,433
1163.0,443
1164.0,443
1165.0,443
1166.0,443
1167.0,442
1168.0,441
1169.0,441
1170.0,440
1171.0,439
1172.0,439
1173.0,438
1174.0,438
1175.0,438
1176.0,436
1177.0,434
1178.0,434
1179.0,434
1180.0,434
1181.0,434
1182.0,434
1183.0,434
1184.0,442
1185.0,442
1186.0,442
1187.0,442
1188.0,440
1189.0,440
1190.0,450
1191.0,460
1192.0,459
1193.0,469
1194.0,469
1195.0,469
1196.0,469
1197.0,479
1198.0,478
1199.0,477
1200.0,475
1201.0,474
1202.0,473
1203.0,472
1204.0,472
1205.0,472
1206.0,482
1207.0,481
1208.0,480
1209.0,480
1210.0,479
1211.0,479
1212.0,478
1213.0,477
1214.0,477
1215.0,476
1216.0,473
1217.0,472
1218.0,472
1219.0,471
1220.0,470
1221.0,470
1222.0,469
1223.0,468
1224.0,468
1225.0,467
1226.0,467
1227.0,465
1228.0,465
1229.0,463
1230.0,463
1231.0,462
1232.0,462
1233.0,460
1234.0,470
1235.0,468
1236.0,468
1237.0,468
1238.0,468
1239.0,477
1240.0,485
1241.0,485
1242.0,484
1243.0,484
1244.0,482
1245.0,491
1246.0,490
1247.0,490
1248.0,490
1249.0,489
1250.0,488
1251.0,488
1252.0,487
1253.0,487
1254.0,486
1255.0,484
1256.0,484
1257.0,484
1258.0,483
1259.0,483
1260.0,482
1261.0,482
1262.0,482
1263.0,482
1264.0,481
1265.0,480
1266.0,479
1267.0,479
1268.0,478
1269.0,477
1270.0,477
1271.0,476
1272.0,475
1273.0,485
1274.0,485
1275.0,484
1276.0,494
1277.0,493
1278.0,492
1279.0,500
1280.0,499
1281.0,498
1282.0,507
1283.0,506
1284.0,505
1285.0,505
1286.0,505
1287.0,505
1288.0,505
1289.0,505
1290.0,505
1291.0,504
1292.0,503
1293.0,503
1294.0,502
1295.0,502
1296.0,502
1297.0,501
1298.0,501
1299.0,500
1300.0,500
1301.0,499
1302.0,497
1303.0,496
1304.0,495
1305.0,495
1306.0,495
1307.0,504
1308.0,503
1309.0,513
1310.0,511
1311.0,510
1312.0,520
1313.0,518
1314.0,518
1315.0,518
1316.0,517
1317.0,516
1318.0,526
1319.0,526
1320.0,526
1321.0,526
1322.0,525
1323.0,524
1324.0,524
1325.0,524
1326.0,524
1327.0,522
1328.0,521
1329.0,521
1330.0,519
1331.0,519
1332.0,518
1333.0,518
1334.0,518
1335.0,517
1336.0,517
1337.0,526
1338.0,525
1339.0,524
1340.0,523
1341.0,523
1342.0,522
1343.0,521
1344.0,521
1345.0,521
1346.0,530
1347.0,530
1348.0,528
1349.0,528
1350.0,528
1351.0,526
1352.0,525
1353.0,535
1354.0,535
1355.0,534
1356.0,534
1357.0,534
1358.0,533
1359.0,532
1360.0,532
1361.0,532
1362.0,532
1363.0,532
1364.0,531
1365.0,531
1366.0,531
1367.0,531
1368.0,531
1369.0,531
1370.0,529
1371.0,529
1372.0,529
1373.0,528
1374.0,528
1375.0,538
1376.0,548
1377.0,546
1378.0,546
1379.0,546
1380.0,545
1381.0,543
1382.0,541
1383.0,541
1384.0,539
1385.0,539
1386.0,538
1387.0,556
1388.0,555
1389.0,553
1390.0,552
1391.0,550
1392.0,550
1393.0,549
1394.0,558
1395.0,558
1396.0,558
1397.0,558
1398.0,558
1399.0,557
1400.0,556
1401.0,556
1402.0,555
1403.0,554
1404.0,552
1405.0,561
1406.0,560
1407.0,560
1408.0,560
1409.0,560
1410.0,568
1411.0,567
1412.0,564
1413.0,563
1414.0,563
1415.0,561
1416.0,568
1417.0,568
1418.0,567
1419.0,566
1420.0,564
1421.0,564
1422.0,564
1423.0,563
1424.0,562
1425.0,561
1426.0,561
1427.0,561
1428.0,571
1429.0,570
1430.0,570
1431.0,579
1432.0,589
1433.0,588
1434.0,588
1435.0,588
1436.0,587
1437.0,587
1438.0,587
1439.0,584
1440.0,582
1441.0,582
1442.0,590
1443.0,590
1444.0,589
1445.0,589
1446.0,589
1447.0,596
1448.0,596
1449.0,595
1450.0,594
1451.0,594
1452.0,593
1453.0,592
1454.0,592
1455.0,590
1456.0,599
1457.0,598
1458.0,595
1459.0,603
1460.0,603
1461.0,603
1462.0,602
1463.0,610
1464.0,610
1465.0,610
1466.0,609
1467.0,609
1468.0,609
1469.0,607
1470.0,617
1471.0,617
1472.0,617
1473.0,614
1474.0,612
1475.0,616
1476.0,615
1477.0,615
1478.0,615
1479.0,615
1480.0,612
1481.0,611
1482.0,611
1483.0,609
1484.0,609
1485.0,609
1486.0,609
1487.0,607
1488.0,607
1489.0,607
1490.0,615
1491.0,613
1492.0,612
1493.0,611
1494.0,608
1495.0,607
1496.0,607
1497.0,607
1498.0,606
1499.0,606
1500.0,606
1501.0,604
1502.0,604
1503.0,612
1504.0,610
1505.0,610
1506.0,609
1507.0,607
1508.0,606
1509.0,606
1510.0,606
1511.0,615
1512.0,624
1513.0,624
1514.0,623
1515.0,623
1516.0,622
1517.0,622
1518.0,622
1519.0,622
1520.0,621
1521.0,620
1522.0,619
1523.0,619
1524.0,618
1525.0,617
1526.0,616
1527.0,614
1528.0,614
1529.0,614
1530.0,614
1531.0,614
1532.0,612
1533.0,612
1534.0,612
1535.0,612
1536.0,612
1537.0,611
1538.0,611
1539.0,610
1540.0,609
1541.0,608
1542.0,608
1543.0,608
1544.0,606
1545.0,605
1546.0,605
1547.0,614
1548.0,614
1549.0,613
1550.0,622
1551.0,621
1552.0,620
1553.0,620
1554.0,628
1555.0,626
1556.0,626
1557.0,625
1558.0,624
1559.0,623
1560.0,623
1561.0,623
1562.0,622
1563.0,619
1564.0,619
1565.0,628
1566.0,628
1567.0,628
1568.0,637
1569.0,637
1570.0,636
1571.0,635
1572.0,635
1573.0,633
1574.0,633
1575.0,633
1576.0,631
1577.0,630
1578.0,638
1579.0,636
1580.0,634
1581.0,634
1582.0,632
1583.0,632
1584.0,640
1585.0,639
1586.0,637
1587.0,655
1588.0,654
1589.0,653
1590.0,653
1591.0,662
1592.0,660
1593.0,659
1594.0,659
1595.0,658
1596.0,658
1597.0,657
1598.0,657
1599.0,656
1600.0,656
1601.0,656
1602.0,655
1603.0,655
1604.0,653
1605.0,652
1606.0,650
1607.0,650
1608.0,650
1609.0,660
1610.0,660
1611.0,658
1612.0,655
1613.0,649
1614.0,646
1615.0,645
1616.0,645
1617.0,643
1618.0,643
1619.0,643
1620.0,642
1621.0,641
1622.0,640
1623.0,640
1624.0,640
1625.0,639
1626.0,638
1627.0,637
1628.0,636
1629.0,636
1630.0,635
1631.0,635
1632.0,634
1633.0,634
1634.0,632
1635.0,630
1636.0,630
1637.0,630
1638.0,630
1639.0,640
1640.0,638
1641.0,646
1642.0,646
1643.0,646
1644.0,645
1645.0,643
1646.0,641
1647.0,639
1648.0,638
1649.0,636
1650.0,634
1651.0,633
1652.0,633
1653.0,652
1654.0,652
1655.0,671
1656.0,670
1657.0,668
1658.0,663
